Number,Name,Address,Latitude,Longitude
110,00110 - CABANEL - SERRES,16 RUE ALEXANDRE CABANEL,43.61375517689823,1.438157046235524
125,00125 - BARRIÈRE DE PARIS,BARRIÈRE DE PARIS,43.6269176821576,1.434225150757254
63,00063 - PISCINE LEO LAGRANGE,54 RUE DES SEPT TROUBADOURS,43.607433487401345,1.454189017923435
177,00177 - BAILLAUD BRUNAUD,64 RUE BAILLAUD,43.61743867816197,1.46539185105244
73,00073 - FITTE TEINTURIERS,40 ALL CHARLES DE FITTE,43.59628476386365,1.432075106068745
200,00200 - PLACE DE L'ORMEAU,FACE 345 AV JEAN RIEUX,43.57906922965151,1.483669775054849
181,00181 - PLANA GARNIER,27 Avenue Louis PLANA,43.610549420565,1.4795004816774
50,00050 - GARONNETTE,1 AV MAURICE HAURIOU,43.594569737633854,1.440920059367141
20,00020 - CARNOT TROIS JOURNEES,69 BD LAZARE CARNOT,43.604717604204446,1.449629619920856
155,00155 - RECOLLETS,34 BD DES RECOLLETS,43.58386908499996,1.443635078857447
264,00264 - LAFOURGUETTE,Place des Glières,43.56507,1.41028
256,00256 - PLACE DE LA RONTONDE,FACE 175 ROUTE DE CASTRES ANGLE RUE CARCASSONNE,43.59666,1.4842
69,00069 - FEUGA,11 ALL PAUL FEUGA,43.59253,1.4429
157,00157 - U.R.S.S  PEYROUSET,16 AV DE L'U.R.S.S,43.582831686768735,1.448634234326797
189,00189 - MURET BOUTINON,44 AVENUE DE MURET,43.581352282638655,1.425325828280708
